Index,Name,Birthrate/1000 inh,Beds in hospitals (JD)_hospital,20-40 year olds,40-65 year olds,65 year and older,Total_workingAge,Total Unemployed_unemployed,Population density (inh/km2),Kaufsumme - Total (Tsd. EUR)_worthArea,Hospitals_hospital,Avg life exp men,Avg life exp women,Differences in life exp,Spendable Income
8426,Biberach,9.694926785521005,879.0,47225,59033,34995,78228.0,2717.0,137.6265295265118,16896,6.0,80.87,84.32,3.4499999999999886,21915
8435,Bodenseekreis,8.718149301841178,742.0,49022,63069,46509,82913.0,3367.0,319.1904453904123,18244,5.0,80.0,83.51,3.510000000000005,23754
8436,Ravensburg,9.241091888175985,1762.0,68508,83423,53535,107432.0,4327.0,171.15613241656555,34297,11.0,79.75,81.87,2.1200000000000045,22091
8437,Sigmaringen,8.595112103508397,690.0,30988,39480,25355,49829.0,2567.0,108.58395469717854,14221,4.0,80.6,82.83,2.230000000000004,21391
9161,Ingolstadt,10.94096860417705,1277.0,39325,36722,24715,54771.0,2433.0,993.0119217215265,104500,3.0,80.53,83.91,3.3799999999999955,21368
9162,München,11.727263388033904,11496.0,477225,399234,258683,580002.0,39897.0,4668.107499195366,1656519,50.0,80.55,82.46,1.9099999999999966,25838
9163,Rosenheim,10.46180712761141,622.0,17326,17250,12546,23007.0,1700.0,1661.579795808705,30272,2.0,80.3,83.05,2.75,23450
9171,Altötting,8.738535281375306,571.0,24658,33007,23151,41998.0,2112.0,190.54184596469656,25324,3.0,80.83,83.09,2.260000000000005,22242
9172,Berchtesgadener Land,8.815575466522947,606.0,25316,29703,24344,32850.0,2123.0,123.71059148490333,20367,9.0,79.94,83.31,3.3700000000000045,21120
9173,Bad Tölz-Wolfratshausen,9.06107420155287,624.0,28470,38372,26326,46388.0,1779.0,112.47962977968649,82642,4.0,81.35,83.3,1.9500000000000028,25544
9174,Dachau,9.55345785632992,489.0,38102,46398,26834,61389.0,1948.0,257.89909872578477,98430,1.0,80.86,83.52,2.6599999999999966,23438
9175,Ebersberg,9.183458132308743,328.0,32150,43365,25646,53449.0,1593.0,250.14289094781296,57450,1.0,80.34,82.17,1.8299999999999983,25659
9176,Eichstätt,10.286867745817322,449.0,33140,39189,21997,52057.0,933.0,106.09530085251843,71241,2.0,80.64,83.32,2.6799999999999926,22170
9177,Erding,9.697413773766888,406.0,33143,43449,21866,55734.0,1508.0,153.6050624770305,106599,3.0,80.17,83.09,2.9200000000000017,22930
9178,Freising,10.269880213595036,353.0,48571,53715,27040,73578.0,2184.0,216.57727267044245,55677,1.0,79.04,81.45,2.4099999999999966,22650
9179,Fürstenfeldbruck,9.007827394475386,380.0,49073,64451,45971,80711.0,3488.0,490.9979530347984,112804,1.0,80.39,83.61,3.219999999999999,24758
9180,Garmisch-Partenkirchen,8.136407850317559,1281.0,19241,25773,21768,29887.0,1597.0,86.33004682776472,46646,8.0,80.55,81.96,1.4099999999999966,24414
9181,Landsberg am Lech,8.499281810686998,472.0,26451,37340,22643,42696.0,1755.0,146.27041945349214,54412,3.0,80.02,82.84,2.8200000000000074,23842
9182,Miesbach,8.709277007915675,453.0,22056,30310,22049,35848.0,1387.0,113.4640915230366,63921,3.0,81.13,84.23,3.1000000000000085,27168
9183,Mühldorf am Inn,8.57775318206973,393.0,26883,34500,21958,42458.0,2376.0,139.1190969937043,29835,2.0,81.03,83.51,2.480000000000004,22129
9184,München,9.820501583809556,1282.0,80917,102540,69757,126075.0,5041.0,511.8599924727136,84440,4.0,79.59,82.99,3.3999999999999915,29954
9185,Neuburg-Schrobenhausen,9.423796141737274,448.0,23313,28997,17554,38191.0,1063.0,127.94366121031076,39275,2.0,79.47,81.27,1.7999999999999972,21534
9186,Pfaffenhofen an der Ilm,9.449922660479505,332.0,31811,38746,21625,50231.0,1345.0,163.08169324959928,64329,1.0,79.46,81.62,2.160000000000011,23405
9187,Rosenheim,8.684989495224036,2722.0,58753,78741,52715,92661.0,3631.0,177.8859913583506,104723,18.0,77.58,79.56,1.980000000000004,23736
9188,Starnberg,8.262174358820843,1305.0,27172,41556,30368,44164.0,1876.0,273.9763383978184,190821,10.0,79.74,81.97,2.230000000000004,34915
9189,Traunstein,8.60118740023656,862.0,39770,52072,39004,63395.0,2773.0,113.53455019556715,72672,4.0,80.08,81.56,1.480000000000004,22942
9190,Weilheim-Schongau,8.983793056746872,480.0,29854,40459,27923,50107.0,2008.0,137.53117336010015,61039,4.0,79.35,82.53,3.180000000000007,23757
9261,Landshut,9.304879282195026,1220.0,19228,19804,14407,25335.0,1813.0,1051.679076128248,14583,4.0,79.94,83.21,3.269999999999996,22306
9262,Passau,7.297393505517541,755.0,15905,12944,10919,16208.0,1395.0,726.8362800057497,19900,3.0,80.33,83.41,3.0799999999999983,20034
9263,Straubing,8.802290304661796,435.0,12445,13828,9891,17167.0,1417.0,692.6013613495118,16921,1.0,78.44,80.9,2.460000000000008,21545
9271,Deggendorf,8.773885896600227,1103.0,28155,36184,22916,45723.0,2027.0,135.37054022361286,48939,6.0,79.84,82.39,2.549999999999997,20816
9272,Freyung-Grafenau,7.872302296408182,405.0,17316,24916,16057,29161.0,1586.0,79.38017578621145,5707,1.0,79.4,82.22,2.819999999999993,19009
9273,Kelheim,8.649602824360105,382.0,29675,36760,21376,47528.0,1708.0,111.60257793371295,47785,2.0,78.38,82.2,3.8200000000000074,21810
9274,Landshut,9.445130905632793,185.0,36729,49411,27793,62169.0,2372.0,114.67987239409452,88952,1.0,78.34,79.7,1.3599999999999994,22636
9275,Passau,7.959179339053606,635.0,42617,58813,39599,70171.0,3743.0,123.07290169119378,40734,6.0,79.69,82.82,3.1299999999999955,20074
9276,Regen,8.292975055980836,314.0,17534,23876,16389,29055.0,1536.0,78.78881127488691,10809,2.0,79.25,81.97,2.719999999999999,19774
9277,Rottal-Inn,8.706738915264474,617.0,27743,36342,24787,44999.0,2253.0,93.03657689576326,24092,2.0,79.46,82.5,3.0400000000000063,21209
9278,Straubing-Bogen,8.26872861971945,420.0,22753,31662,18488,38589.0,1604.0,82.20611849275748,33392,4.0,80.28,82.86,2.5799999999999983,20748
9279,Dingolfing-Landau,8.193062994134149,250.0,23907,29275,17433,40721.0,1566.0,107.2055958714499,43597,2.0,79.57,82.36,2.7900000000000063,21155
9361,Amberg,8.384892859702349,560.0,10188,12166,9516,15574.0,1300.0,834.8823294774631,6840,1.0,78.27,81.08,2.8100000000000023,21747
9362,Regensburg,10.29800983054343,2756.0,50847,38162,25658,54480.0,3328.0,1802.540272614622,50243,5.0,78.52,80.74,2.219999999999999,21522
9363,Weiden in der Oberpfalz,8.27487813577458,714.0,10170,12441,9610,15256.0,1657.0,596.1020552799433,9803,1.0,80.03,81.61,1.5799999999999983,20430
9371,Amberg-Sulzbach,7.801637571450641,207.0,23326,33029,20896,41120.0,1703.0,82.47501493131594,13804,2.0,79.07,79.66,0.5900000000000034,20317
9372,Cham,8.293829485830056,688.0,29365,39483,25632,49696.0,2134.0,83.12217135038416,19052,4.0,78.5,79.92,1.4200000000000017,20496
9373,Neumarkt in der Oberpfalz,9.287878206848948,520.0,31247,41237,23790,52165.0,1504.0,97.00398773918997,17847,3.0,79.62,81.49,1.8699999999999903,21585
9374,Neustadt an der Waldnaab,8.109131449967395,188.0,21632,30147,18885,37138.0,2048.0,66.59615600134484,11379,1.0,79.15,81.59,2.4399999999999977,20170
9375,Regensburg,9.17155076825598,230.0,43949,60887,34895,76086.0,2373.0,136.06580932538256,72225,2.0,79.86,82.33,2.469999999999999,22035
9376,Schwandorf,8.20079522862823,573.0,34531,45375,28682,58134.0,2742.0,98.88462641128207,44498,5.0,79.58,82.61,3.030000000000001,20237
9377,Tirschenreuth,7.529257713397168,290.0,16088,22968,16119,27823.0,1721.0,67.61849423092886,4868,2.0,79.14,81.45,2.3100000000000023,20653
9461,Bamberg,9.123017550558428,1013.0,23199,19733,14786,24975.0,1894.0,1342.566825338704,1046,1.0,78.51,80.82,2.309999999999988,20499
9462,Bayreuth,7.692520929201086,1372.0,22411,18651,15634,24204.0,2172.0,1078.1231320980276,9624,2.0,79.12,81.09,1.9699999999999989,21599
9463,Coburg,8.119834209952252,510.0,10507,11843,9586,15756.0,1274.0,854.3590805549803,6321,1.0,78.95,80.75,1.7999999999999972,24062
