,Index,Name,Type,Total_births,Male_births,Female_births,Hospitals_hospital,Beds in hospitals (JD)_hospital,Opthamology_hospital,Surgery_hospital,Welfare and obstetrics_hospital,"Ear, nose, and throat specialists_hospital",Skin and venereal disease_hospital,Internal Medicine_hospital,Geriatrics_hospital,Pediatrics_hospital,Neurology_hospital,Orthopedics_hospital,Urology_hospital,Other areas_hospital,Children and youth psychiatry and psychotherapy_hospital,Psychiatry and psychotherapy_hospital,Psychotherapeutic medicine_hospital,Total_deaths,Male_deaths,Female_deaths,"Graduates, Male_edu","Graduates, Female_edu","Hauptschulabschluss Graduates, Male_edu","Hauptschulabschluss Graduates, Female_edu","Mittlerem Abschluss Graduates, Male_edu","Mittlerem Abschluss Graduates, Female_edu","Fachhochschulreife Graduates, Male_edu","Fachhochschulreife Graduates, Female_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Male_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Female_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Male_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Female_edu","Total, Under 3 years_age","Total, 3 to under 6 years_age","Total, 6 to under 10 years_age","Total, 10 to under 15 years_age","Total, 15 to under 18 years_age","Total, 18 to under 20 years_age","Total, 20 to under 25 years_age","Total, 25 to under 30 years_age","Total, 30 to under 35 years_age","Total, 35 to under 40 years_age","Total, 40 to under 45 years_age","Total, 45 to under 50 years_age","Total, 50 to under 55 years_age","Total, 55 to under 60 years_age","Total, 60 to under 65 years_age","Total, 65 to under 75 years_age","Total, 75 years and older_age",Total_age,"Male, Under 3 years_age","Male, 3 to under 6 years_age","Male, 6 to under 10 years_age","Male, 10 to under 15 years_age","Male, 15 to under 18 years_age","Male, 18 to under 20 years_age","Male, 20 to under 25 years_age","Male, 25 to under 30 years_age","Male, 30 to under 35 years_age","Male, 35 to under 40 years_age","Male, 40 to under 45 years_age","Male, 45 to under 50 years_age","Male, 50 to under 55 years_age","Male, 55 to under 60 years_age","Male, 60 to under 65 years_age","Male, 65 to under 75 years_age","Male, 75 years and older_age","Male, Total_age","Female, Under 3 years_age","Female, 3 to under 6 years_age","Female, 6 to under 10 years_age","Female, 10 to under 15 years_age","Female, 15 to under 18 years_age","Female, 18 to under 20 years_age","Female, 20 to under 25 years_age","Female, 25 to under 30 years_age","Female, 30 to under 35 years_age","Female, 35 to under 40 years_age","Female, 40 to under 45 years_age","Female, 45 to under 50 years_age","Female, 50 to under 55 years_age","Female, 55 to under 60 years_age","Female, 60 to under 65 years_age","Female, 65 to under 75 years_age","Female, 75 years and older_age","Female, Total_age",Total_workingAge,"Total, Male_workingAge","Total, Female_workingAge",Foreigners_workingAge,"Foreigneres, Male_workingAge","Foreigners, Female_workingAge",Area (km^2)_surface,Total Unemployed_unemployed,Foreigners_unemployed,Severely Impaired_unemployed,15 to under 20 years_unemployed,15 to under 25 years_unemployed,55 to under 65 years_unemployed,Long-term Unemployed_unemployed,Veräußerungsfälle von Bauland - Total (Number)_worthArea,Veräußerte Baulandfläche - Total (1000 qm)_worthArea,Kaufsumme - Total (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Total (EUR)_worthArea,Veräußerungsfälle von Bauland - Building Land (Number)_worthArea,Veräußerte Baulandfläche - Building Land (1000 qm)_worthArea,Kaufsumme - Building Land (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Building Land (EUR)_worthArea
127,6437,Odenwaldkreis,,767,390,377,4,421,0,92,46,4,0,98,31,0,116,0,8,0,0,0,26,1191,586,605,173,73,25,13,68,31,31,17,49,12,39,18,2283,2345,3246,4476,3070,2250,5311,5485,5055,5206,5742,7677,8538,7714,6855,10470,11277,97000,1190,1186,1645,2321,1539,1244,2902,2927,2642,2517,2849,3838,4312,3862,3411,5125,4630,48140,1093,1159,1601,2155,1531,1006,2409,2558,2413,2689,2893,3839,4226,3852,3444,5345,6647,48860,34784,19385,15399,3679,2426,1253,623.98,2860,848,143,68,332,651,1353,147,132,10454,"79,38",126,106,8996,"84,71"
128,6438,Offenbach, Landkreis,3347,1779,1568,3,651,0,198,48,6,0,225,66,0,0,0,1,0,0,107,0,3556,1755,1801,750,371,21,4,109,54,342,145,278,168,66,28,9709,9633,12919,16520,10750,7330,18087,20397,21360,21975,22609,28632,29504,24378,20967,36530,36057,347357,5055,4978,6722,8597,5690,3922,9471,10435,10650,10843,11299,14389,14813,12166,9954,17129,15051,171164,4654,4655,6197,7923,5060,3408,8616,9962,10710,11132,11310,14243,14691,12212,11013,19401,21006,176193,127630,67936,59694,19629,11816,7813,356.3,8944,3291,663,156,780,1751,2489,341,400,121443,"303,59",297,245,95752,"391,32"
129,6439,Rheingau-Taunus-Kreis,,1392,713,679,8,821,0,134,40,0,0,179,116,0,0,25,0,8,74,245,0,1976,953,1023,315,125,46,18,47,26,222,81,-,-,8,7,4410,4538,6427,8794,6014,4149,9344,9066,9493,10164,11455,16227,16790,14242,11932,20799,20270,184114,2259,2347,3332,4535,3196,2157,5037,4808,4734,4828,5563,8047,8403,7068,5684,10019,8497,90514,2151,2191,3095,4259,2818,1992,4307,4258,4759,5336,5892,8180,8387,7174,6248,10780,11773,93600,66132,34327,31805,5572,3138,2434,811.48,4170,990,215,42,247,1001,1930,239,174,30970,"177,58",213,128,27508,"215,44"
130,6440,Wetteraukreis,,2514,1297,1217,9,1252,0,367,57,6,0,538,40,0,61,0,0,33,0,98,52,3308,1623,1685,847,307,196,52,204,92,368,146,79,17,11,3,7748,7839,10830,14442,9737,7062,16432,16973,16936,18276,19240,25988,26867,22487,18946,30523,31605,301931,3989,4003,5598,7443,4977,3777,8859,8967,8399,9034,9571,13011,13455,11236,9303,14821,12810,149253,3759,3836,5232,6999,4760,3285,7573,8006,8537,9242,9669,12977,13412,11251,9643,15702,18795,152678,109984,58721,51263,9249,5321,3928,1100.69,7874,1989,673,156,791,1739,2735,590,738,107395,"145,49",527,372,82270,"221,43"
131,6531,Gießen, Landkreis,2453,1221,1232,5,2271,26,571,105,73,29,573,40,130,66,64,60,0,62,421,51,2780,1391,1389,788,363,127,41,129,68,391,172,141,82,89,43,6623,6426,8643,11344,7786,6822,21919,21513,16993,15291,14761,19191,21026,18580,15763,24023,25801,262505,3330,3277,4328,5905,4182,3595,10637,11282,8903,7744,7368,9497,10484,9166,7756,11521,10559,129534,3293,3149,4315,5439,3604,3227,11282,10231,8090,7547,7393,9694,10542,9414,8007,12502,15242,132971,89855,47489,42366,6150,3586,2564,854.67,9311,1997,1005,132,843,1850,4271,417,490,54815,"111,88",357,283,42687,"150,73"
132,6532,Lahn-Dill-Kreis,,2123,1117,1006,11,1785,3,290,83,10,0,550,80,6,245,160,62,25,75,177,19,3081,1440,1641,1058,515,144,52,195,103,466,249,253,111,119,49,6331,6367,8800,11898,8341,5898,14378,14796,14112,14299,15088,20597,22179,19270,16285,25990,28538,253167,3264,3258,4646,6138,4361,3077,7698,7837,7205,7168,7341,10312,11184,9658,7908,12504,11355,124914,3067,3109,4154,5760,3980,2821,6680,6959,6907,7131,7747,10285,10995,9612,8377,13486,17183,128253,91919,51938,39981,6312,4249,2063,1066.53,7883,1779,873,158,745,1734,3604,423,398,32446,"81,49",371,295,29019,"98,40"
133,6533,Limburg-Weilburg, Landkreis,1433,736,697,5,977,0,240,49,1,0,256,38,15,204,0,18,0,0,130,26,2007,977,1030,1083,484,71,27,198,100,443,182,371,175,69,37,4321,4265,6042,8481,5867,4059,9647,9851,9525,9749,10319,14266,15465,13378,11419,16953,18315,171922,2197,2137,3173,4359,3074,2141,5186,5298,4865,4885,5158,7078,7818,6750,5677,8227,7387,85410,2124,2128,2869,4122,2793,1918,4461,4553,4660,4864,5161,7188,7647,6628,5742,8726,10928,86512,59799,33430,26369,4236,2850,1386,738.48,4786,1219,408,94,483,853,1669,263,318,25798,"81,02",223,166,17412,"104,92"
134,6534,Marburg-Biedenkopf, Landkreis,2039,1064,975,5,1622,23,305,112,44,30,460,40,95,64,44,68,140,60,112,25,2563,1290,1273,869,417,59,23,102,40,566,280,142,74,13,4,6183,6155,8340,11127,7641,6517,19937,18749,15069,14127,14268,18094,20052,17407,14653,22008,24914,245241,3191,3177,4246,5715,4038,3368,9583,9720,7804,7164,7099,9081,10158,8658,7194,10571,10008,120775,2992,2978,4094,5412,3603,3149,10354,9029,7265,6963,7169,9013,9894,8749,7459,11437,14906,124466,87601,47090,40511,6133,3604,2529,1262.55,5078,1005,499,77,495,905,1648,355,387,26422,"68,24",320,256,19671,"76,79"
135,6535,Vogelsbergkreis,,778,391,387,5,682,0,282,53,16,0,199,50,0,0,0,22,0,0,40,20,1428,742,686,467,227,44,17,84,46,222,98,117,66,36,14,2330,2469,3394,4670,3492,2516,5460,5591,5488,5626,6323,8304,9661,9304,7830,11039,13759,107256,1190,1266,1718,2421,1842,1359,3087,3027,2933,2799,3197,4171,4876,4702,4019,5488,5612,53707,1140,1203,1676,2249,1650,1157,2373,2564,2555,2827,3126,4133,4785,4602,3811,5551,8147,53549,39408,21663,17745,1254,760,494,1458.99,2291,219,205,40,247,570,610,202,267,9473,"35,51",165,161,6971,"43,39"
136,6611,Kassel, kreisfreie Stadt,1917,997,920,8,2588,25,672,162,86,82,651,61,115,189,245,78,27,16,114,65,2178,1029,1149,1293,605,133,59,195,73,610,288,355,185,66,31,5402,4964,6517,8042,5289,4479,15411,18100,14420,11839,11456,14086,14951,13001,10982,18700,20345,197984,2770,2591,3393,4149,2723,2299,7522,9714,7865,5883,5679,6979,7386,6331,5229,8556,7590,96659,2632,2373,3124,3893,2566,2180,7889,8386,6555,5956,5777,7107,7565,6670,5753,10144,12755,101325,65333,35086,30247,7597,4797,2800,106.78,9533,2727,538,222,1010,1673,3840,73,213,16401,"76,85",54,45,7670,"170,63"
137,6631,Fulda, Landkreis,1968,984,984,7,1452,2,314,117,53,0,422,44,61,68,117,72,9,51,98,24,2394,1138,1256,1196,623,29,13,235,140,709,365,223,105,18,11,5978,5686,7681,10931,7600,5545,13543,13868,12799,12344,13351,17540,18739,16074,13483,20326,24644,220132,3032,2924,3951,5573,3998,2931,7125,7213,6655,6252,6567,8869,9468,8055,6693,9772,9915,108993,2946,2762,3730,5358,3602,2614,6418,6655,6144,6092,6784,8671,9271,8019,6790,10554,14729,111139,80198,44505,35693,3838,2539,1299,1380.48,3850,595,552,77,407,848,1042,380,498,27423,"55,07",330,267,20173,"75,45"
138,6632,Hersfeld-Rotenburg, Landkreis,989,506,483,4,977,22,217,44,28,0,369,40,38,75,40,33,0,0,56,15,1640,790,850,359,196,17,8,72,38,215,126,55,24,1,1,2992,3010,4192,5535,3803,2679,6114,6705,6443,6502,7143,9543,10419,9368,8380,12974,15364,121166,1531,1604,2168,2813,2003,1434,3382,3552,3358,3365,3621,4858,5237,4765,4088,6369,6259,60407,1461,1406,2024,2722,1800,1245,2732,3153,3085,3137,3522,4685,5182,4603,4292,6605,9105,60759,43143,24001,19142,1958,1267,691,1097.11,3062,536,286,57,291,677,1221,140,137,4320,"31,64",113,96,3935,"40,80"
139,6633,Kassel, Landkreis,1780,951,829,6,951,0,76,16,2,0,244,205,0,54,16,5,0,60,273,0,2922,1399,1523,443,231,127,52,121,68,195,111,-,-,-,-,5526,5539,7548,10514,7282,5204,11336,11838,11941,12404,14126,19748,20931,18465,16238,27996,29177,235813,2909,2883,3810,5343,3806,2850,6186,6217,6056,6045,6998,9810,10459,9128,7972,13500,12000,115972,2617,2656,3738,5171,3476,2354,5150,5621,5885,6359,7128,9938,10472,9337,8266,14496,17177,119841,86132,46503,39629,3061,1915,1146,1292.92,6000,801,490,124,624,1452,2201,461,618,31758,"51,36",385,330,24462,"74,18"
140,6634,Schwalm-Eder-Kreis,,1429,741,688,6,643,0,143,47,6,0,188,44,0,108,0,3,16,0,48,40,2322,1174,1148,575,263,44,15,95,48,436,200,-,-,3,3,4267,4274,5813,8150,5745,4018,9451,9922,9542,9828,10792,14964,16097,14475,12394,19064,21514,180310,2166,2216,3025,4222,3015,2198,5313,5370,4978,5036,5428,7569,8179,7333,6157,9398,8626,90229,2101,2058,2788,3928,2730,1820,4138,4552,4564,4792,5364,7395,7918,7142,6237,9666,12888,90081,66848,36764,30084,2268,1459,809,1538.51,4803,588,387,111,555,1066,1524,317,387,16856,"43,56",283,247,13236,"53,53"
141,6635,Waldeck-Frankenberg, Landkreis,1251,648,603,12,1611,0,272,59,28,0,314,40,0,100,256,48,15,0,112,367,2087,1015,1072,607,310,64,28,74,35,374,182,95,65,8,6,3765,3737,5413,7428,5188,3709,8499,8549,8217,8343,9125,12808,14187,12540,10620,16340,19124,157592,1907,1934,2806,3849,2736,2088,4766,4715,4328,4105,4484,6474,7253,6301,5264,7908,7737,78655,1858,1803,2607,3579,2452,1621,3733,3834,3889,4238,4641,6334,6934,6239,5356,8432,11387,78937,60108,33119,26989,2553,1642,911,1848.45,4015,581,429,88,435,970,1309,239,265,9542,"36,02",200,162,7618,"47,12"
142,6636,Werra-Meißner-Kreis,,685,374,311,2,597,0,89,21,6,0,153,71,0,16,127,7,43,0,64,0,1501,711,790,505,232,63,20,85,48,210,96,147,68,6,2,2172,2208,3038,4303,3038,2138,5324,5224,4925,4924,5680,7966,8878,8270,7274,11828,13525,100715,1110,1125,1518,2205,1604,1135,2942,2749,2544,2487,2814,3950,4481,4136,3604,5744,5434,49582,1062,1083,1520,2098,1434,1003,2382,2475,2381,2437,2866,4016,4397,4134,3670,6084,8091,51133,34035,18355,15680,941,626,315,1024.7,3294,327,316,49,339,762,1217,113,130,4358,"33,61",89,94,3774,"40,35"
143,7111,Koblenz, kreisfreie Stadt,1042,528,514,3,1751,25,522,120,66,0,597,0,85,56,114,69,57,0,0,40,1318,631,687,663,318,20,9,93,43,241,102,309,164,173,96,2983,2672,3461,4236,2776,2306,8793,9673,8177,6750,6155,7970,8212,7405,6790,11005,13222,112586,1518,1364,1757,2246,1402,1121,4023,4923,4332,3491,3144,4027,4113,3611,3224,5118,4977,54391,1465,1308,1704,1990,1374,1185,4770,4750,3845,3259,3011,3943,4099,3794,3566,5887,8245,58195,37198,19175,18023,3266,1908,1358,105.16,3956,907,211,75,365,718,1350,72,103,16933,"164,73",63,35,.,.
144,7131,Ahrweiler, Landkreis,953,514,439,8,910,0,310,56,13,0,229,59,0,0,31,31,1,30,150,0,1605,778,827,275,137,22,10,63,30,141,85,49,12,118,68,3030,2987,3953,5609,4075,2915,6771,6598,6509,6539,6956,10524,11843,10197,8698,14186,16380,127770,1564,1510,2078,2836,2121,1534,3514,3490,3319,3209,3340,5170,5997,5090,4344,6753,6664,62533,1466,1477,1875,2773,1954,1381,3257,3108,3190,3330,3616,5354,5846,5107,4354,7433,9716,65237,44185,23382,20803,2875,1780,1095,786.99,2845,617,159,53,277,629,805,311,280,19530,"69,73",256,169,16489,"97,59"
145,7132,Altenkirchen (Westerwald), Landkreis,1079,563,516,2,385,0,92,40,6,0,119,0,33,0,0,15,0,0,80,0,1600,747,853,324,165,63,20,62,38,149,86,50,21,81,40,3228,3321,4502,6076,4246,3208,7270,7268,6982,6858,7565,10443,11504,10229,8864,13024,14583,129171,1678,1705,2302,3127,2202,1728,3965,3906,3498,3442,3743,5261,5810,5237,4374,6229,5817,64024,1550,1616,2200,2949,2044,1480,3305,3362,3484,3416,3822,5182,5694,4992,4490,6795,8766,65147,46477,27144,19333,2030,1442,588,642.01,3627,396,277,75,358,781,1316,183,175,7206,"41,11",165,141,6356,"45,24"
146,7133,Bad Kreuznach, Landkreis,1228,607,621,5,959,2,186,83,35,0,365,0,50,40,103,32,44,0,0,19,1932,920,1012,436,197,36,9,82,36,204,100,114,52,95,42,3923,3943,5342,7151,4857,3491,8080,8816,8467,8406,9106,12610,14012,12453,11076,17031,18057,156821,1935,2038,2752,3656,2512,1785,4231,4604,4246,4117,4438,6310,6955,6078,5423,8136,7243,76459,1988,1905,2590,3495,2345,1706,3849,4212,4221,4289,4668,6300,7057,6375,5653,8895,10814,80362,56861,30833,26028,3991,2512,1479,863.7,5666,981,282,119,563,1148,2362,236,257,24034,"93,48",211,189,19661,"104,29"
147,7134,Birkenfeld, Landkreis,585,275,310,2,671,1,158,49,3,0,182,30,25,68,40,32,3,20,60,0,1200,569,631,180,74,40,15,32,14,35,21,73,24,62,32,1774,1855,2543,3489,2419,1692,4155,4591,4327,3999,4457,6164,7097,6848,6126,8447,10632,80615,889,952,1315,1829,1246,858,2221,2535,2289,2040,2187,3057,3567,3428,3014,4158,4313,39898,885,903,1228,1660,1173,834,1934,2056,2038,1959,2270,3107,3530,3420,3112,4289,6319,40717,28846,15731,13115,914,529,385,776.57,2865,273,201,62,313,612,1200,94,109,3407,"31,28",89,89,.,.
148,7135,Cochem-Zell, Landkreis,488,239,249,3,445,3,189,27,6,0,95,30,15,40,0,13,27,0,0,0,842,418,424,137,70,13,5,34,17,80,41,10,7,27,12,1396,1393,1976,2886,2016,1414,3289,3418,3121,3163,3470,5094,5776,5038,4446,6584,7911,62391,720,719,1016,1498,1061,745,1834,1890,1676,1579,1722,2554,2974,2607,2245,3261,3193,31294,676,674,960,1388,955,669,1455,1528,1445,1584,1748,2540,2802,2431,2201,3323,4718,31097,22616,12223,10393,1112,601,511,692.35,1255,148,67,28,143,305,345,144,118,4516,"38,38",131,100,4213,"41,94"
149,7137,Mayen-Koblenz, Landkreis,1875,936,939,5,985,0,154,63,6,0,218,0,15,139,20,20,12,0,338,0,2301,1140,1161,413,162,39,16,77,29,159,64,138,53,153,58,5413,5244,7180,9853,6691,4707,11201,11935,12027,12053,12458,17565,19060,16958,14872,21187,23521,211925,2750,2669,3649,5040,3421,2407,6057,6225,6119,5956,6145,8837,9534,8468,7286,10378,9535,104476,2663,2575,3531,4813,3270,2300,5144,5710,5908,6097,6313,8728,9526,8490,7586,10809,13986,107449,77848,41976,35872,3547,2202,1345,817.27,5209,707,283,125,610,1096,1462,522,566,41058,"72,53",404,271,30892,"114,00"
150,7138,Neuwied, Landkreis,1496,785,711,6,1511,6,308,113,16,0,506,0,62,150,125,65,12,23,125,0,2158,1057,1101,747,321,166,51,95,42,293,131,193,97,165,71,4540,4596,6368,8776,6161,4246,9957,10015,9360,9475,10331,14622,16310,14385,12259,18325,20929,180655,2381,2322,3301,4489,3089,2287,5340,5219,4681,4626,5030,7232,8179,7189,6042,8818,8520,88745,2159,2274,3067,4287,3072,1959,4617,4796,4679,4849,5301,7390,8131,7196,6217,9507,12409,91910,65003,35515,29488,3879,2430,1449,626.88,5590,1105,360,119,535,1244,1921,267,277,19529,"70,51",242,179,16712,"93,42"
151,7140,Rhein-Hunsrück-Kreis,,846,467,379,2,444,0,88,25,6,0,124,0,0,0,136,10,0,0,55,0,1283,634,649,243,109,29,18,72,36,70,25,72,30,152,88,2486,2422,3381,4814,3435,2278,5359,5613,5590,5495,6031,8299,9278,8405,7420,10369,11854,102529,1264,1214,1791,2418,1772,1241,2916,3008,2884,2752,3019,4137,4667,4204,3738,5120,4800,50945,1222,1208,1590,2396,1663,1037,2443,2605,2706,2743,3012,4162,4611,4201,3682,5249,7054,51584,38435,21344,17091,1749,1080,669,991.13,2438,301,154,46,257,605,804,252,480,14149,"29,48",192,150,9401,"62,67"
152,7141,Rhein-Lahn-Kreis,,992,512,480,6,1007,0,136,48,17,0,301,0,0,0,110,19,54,0,120,202,1550,735,815,301,115,34,9,69,27,85,29,113,50,85,31,3065,2872,4150,5470,3882,2878,6545,6759,6700,6706,7201,9906,11153,9927,8478,13490,14361,123543,1574,1463,2135,2831,1998,1583,3511,3644,3440,3402,3645,4945,5618,4948,4149,6580,5910,61376,1491,1409,2015,2639,1884,1295,3034,3115,3260,3304,3556,4961,5535,4979,4329,6910,8451,62167,44171,23751,20420,2177,1261,916,782.32,2763,408,155,22,183,571,752,123,122,7272,"59,68",105,76,5679,"74,58"
153,7143,Westerwaldkreis,,1690,889,801,2,534,0,197,70,3,0,219,0,0,0,0,5,20,20,0,0,2311,1151,1160,448,201,53,17,100,54,148,51,147,79,98,62,5031,5204,7142,9903,6668,4672,10631,11313,11070,11237,12388,16904,18559,15604,13258,19452,21266,200302,2582,2676,3643,5101,3410,2463,5781,5944,5641,5606,6194,8517,9413,7916,6558,9502,8658,99605,2449,2528,3499,4802,3258,2209,4850,5369,5429,5631,6194,8387,9146,7688,6700,9950,12608,100697,74705,41985,32720,4389,3011,1378,988.98,4428,664,263,77,407,938,1145,503,496,30755,"62,03",459,347,25798,"74,27"
154,7211,Trier, kreisfreie Stadt,1028,539,489,3,1694,39,459,117,71,0,492,65,64,80,81,52,60,30,84,0,1132,500,632,905,578,53,27,208,130,324,252,320,169,209,134,3113,2817,3640,4413,3050,3206,12150,12049,9364,7013,6334,7644,7946,6910,5953,8654,10658,114914,1643,1454,1948,2346,1725,1834,6103,6336,5025,3747,3332,3990,3942,3389,2872,3959,3865,57510,1470,1363,1692,2067,1325,1372,6047,5713,4339,3266,3002,3654,4004,3521,3081,4695,6793,57404,31302,15709,15593,2357,1298,1059,117.13,3050,482,180,79,369,548,826,54,61,10076,"164,62",43,.,.,.
155,7231,Bernkastel-Wittlich, Landkreis,950,479,471,1,496,1,131,30,1,0,156,0,20,41,15,6,0,0,75,20,1350,651,699,270,122,39,13,56,32,79,43,96,34,76,41,2852,2705,3706,5098,3546,2492,5853,6190,6103,6173,6734,8884,10194,8878,8074,11120,13226,111828,1448,1442,1847,2578,1794,1265,3175,3280,3182,3128,3436,4568,5200,4453,4096,5511,5360,55763,1404,1263,1859,2520,1752,1227,2678,2910,2921,3045,3298,4316,4994,4425,3978,5609,7866,56065,40963,22276,18687,2351,1408,943,1167.59,2297,325,203,56,270,565,586,328,426,20604,"48,37",250,204,13383,"65,66"
156,7232,Eifelkreis Bitburg-Prüm,,920,483,437,2,669,0,222,63,5,0,255,0,0,0,0,24,0,0,100,0,1156,550,606,266,174,75,32,54,33,100,78,37,31,44,30,2568,2484,3379,4609,3191,2300,5648,5808,5689,5280,5673,7831,8943,7696,6628,8890,10563,97180,1362,1299,1789,2371,1640,1245,3011,3020,2942,2723,2833,3989,4553,3941,3420,4406,4185,48729,1206,1185,1590,2238,1551,1055,2637,2788,2747,2557,2840,3842,4390,3755,3208,4484,6378,48451,28899,15487,13412,1450,851,599,1626.29,1640,192,127,39,221,333,389,247,283,14304,"50,47",235,218,.,.
157,7233,Vulkaneifel, Landkreis,439,216,223,1,209,0,50,18,0,0,84,0,0,0,40,17,0,0,0,0,823,382,441,148,74,25,11,28,20,66,31,29,12,58,23,1400,1365,1920,2766,2058,1447,3165,3224,3043,3121,3305,4688,5618,5036,4457,6520,7661,60794,695,701,996,1393,1030,789,1744,1767,1587,1556,1623,2365,2825,2639,2235,3206,3236,30387,705,664,924,1373,1028,658,1421,1457,1456,1565,1682,2323,2793,2397,2222,3314,4425,30407,21420,11914,9506,814,475,339,911.04,1437,146,111,26,137,401,546,137,140,3877,"27,72",131,.,3607,.
158,7235,Trier-Saarburg, Landkreis,1254,653,601,2,370,5,134,29,10,0,151,0,0,0,0,11,10,0,0,20,1592,767,825,147,50,44,9,54,33,24,0,25,8,35,11,3986,3985,5603,7012,4836,3415,7637,8063,8497,8848,9352,12663,13509,11519,10196,13456,15422,147999,2042,2004,2905,3548,2535,1804,4124,4084,4275,4281,4670,6383,6865,5814,5148,6637,6129,73248,1944,1981,2698,3464,2301,1611,3513,3979,4222,4567,4682,6280,6644,5705,5048,6819,9293,74751,44545,22703,21842,1897,1085,812,1101.5,2665,370,202,61,286,631,797,374,324,32625,"100,81",358,264,31284,"118,53"
159,7311,Frankenthal (Pfalz), kreisfreie Stadt,450,236,214,1,315,0,60,30,3,0,115,0,0,0,0,0,12,0,95,0,579,285,294,103,52,35,15,67,36,1,1,0,0,31,16,1373,1315,1622,2181,1392,1079,2659,3254,2963,2857,2844,3643,3847,3522,2938,4936,5938,48363,717,692,841,1141,692,552,1391,1657,1474,1452,1403,1858,1919,1766,1354,2198,2375,23482,656,623,781,1040,700,527,1268,1597,1489,1405,1441,1785,1928,1756,1584,2738,3563,24881,16558,9352,7206,2290,1553,737,43.76,1728,464,106,28,156,354,655,5,.,.,.,4,1,428,"314,27"
160,7312,Kaiserslautern, kreisfreie Stadt,878,461,417,2,1183,24,298,78,56,0,370,0,76,131,68,63,0,0,19,0,1135,529,606,461,178,32,12,159,62,81,24,189,80,138,72,2462,2312,3008,3789,2518,2394,8789,8926,6629,5339,5174,6784,7641,6931,6089,9333,10402,98520,1297,1159,1566,1929,1308,1315,5081,5232,3553,2703,2568,3422,3888,3377,2887,4178,4045,49508,1165,1153,1442,1860,1210,1079,3708,3694,3076,2636,2606,3362,3753,3554,3202,5155,6357,49012,32576,17649,14927,2968,1848,1120,139.74,4993,953,286,84,455,1069,2165,85,105,16234,"154,98",76,59,13452,"227,52"
161,7313,Landau in der Pfalz, kreisfreie Stadt,402,202,200,2,844,0,269,55,25,0,344,0,45,0,55,42,9,0,0,0,494,213,281,253,140,17,6,40,25,67,26,129,83,16,16,1123,1096,1504,1887,1248,1092,4244,3575,2823,2476,2694,3501,3716,3187,2551,4058,4587,45362,583,543,765,938,648,496,1649,1821,1472,1245,1377,1707,1869,1588,1223,1866,1705,21495,540,553,739,949,600,596,2595,1754,1351,1231,1317,1794,1847,1599,1328,2192,2882,23867,15885,8354,7531,1286,797,489,82.96,1193,250,65,25,138,199,385,33,41,5060,"122,03",19,13,3224,"239,62"
162,7314,Ludwigshafen am Rhein, kreisfreie Stadt,1751,860,891,4,2021,36,601,87,62,51,427,90,70,81,101,58,257,20,80,0,1789,896,893,686,350,89,46,122,66,230,121,245,117,299,170,5275,4949,6241,7696,4812,3683,10195,11845,10993,10444,10481,12642,13183,11087,9198,15033,16961,164718,2634,2550,3243,4006,2426,1889,5168,6135,5631,5286,5338,6532,6834,5651,4341,7102,6824,81590,2641,2399,2998,3690,2386,1794,5027,5710,5362,5158,5143,6110,6349,5436,4857,7931,10137,83128,59622,34409,25213,12583,8231,4352,77.55,7558,2925,370,169,751,1029,2874,101,76,23270,"304,63",99,.,.,.
163,7315,Mainz, kreisfreie Stadt,2131,1138,993,4,2245,69,608,196,108,45,649,100,130,64,0,78,54,0,123,21,1875,894,981,864,494,29,13,138,88,425,270,272,123,311,146,5909,5228,6619,7941,4856,4219,18392,22237,18180,14121,12553,14817,14425,12537,10673,17773,19299,209779,3057,2762,3496,4180,2551,2068,8117,10663,9296,7180,6357,7574,7216,6057,5059,8237,7750,101620,2852,2466,3123,3761,2305,2151,10275,11574,8884,6941,6196,7243,7209,6480,5614,9536,11549,108159,75207,39057,36150,11301,6598,4703,97.74,7232,2530,412,152,638,1203,2747,82,105,39922,"380,35",69,81,35122,"435,57"
164,7316,Neustadt an der Weinstraße, kreisfreie Stadt,441,230,211,1,422,0,142,59,3,0,156,0,0,0,0,58,4,0,0,0,653,321,332,234,94,34,15,29,16,78,34,93,29,10,3,1401,1266,1693,2279,1540,1144,2765,3186,2964,2754,2851,4065,4718,4317,3573,5657,6826,52999,708,655,871,1164,766,588,1454,1689,1541,1360,1428,1988,2335,2158,1719,2621,2669,25714,693,611,822,1115,774,556,1311,1497,1423,1394,1423,2077,2383,2159,1854,3036,4157,27285,18967,10249,8718,1908,1260,648,117.1,1552,281,99,29,157,292,541,22,58,8696,"151,17",17,35,6174,"178,05"
